,speaker,utterance,dialogue_start,utterance type,Teaching Act:,
1,S,are you massing,FALSE,,,
1,S,finding the mass,FALSE,,,
1,S,what are you doing,FALSE,,,
1,T,I'm measuring. ,TRUE,,,
1,S,"okay, your measuring. ",FALSE,,,
1,S,"stuart, what are you doing",FALSE,,,
1,T,waiting for the ruler. ,TRUE,,,
1,S,you can always get another one off of my desk. ,FALSE,,,
1,T,it's crazy! ,TRUE,,,
1,SS,"jason, are we having a conversation about polymers? ",TRUE,,,
1,S,yeah. ,FALSE,,,
1,S,all right. ,FALSE,,,
1,S,"so, I don't have to make a .. table, right",FALSE,,,
1,T,you got to get carpet in here because carpet cleans your erasers. ,TRUE,,,
1,S,"no, no carpet in a science room. ",FALSE,,,
1,S,.. erase the ground. ,FALSE,,,
1,S,now how do I make the graph? ,FALSE,,,
1,S,"you don't have to make a graph, dude. ",FALSE,,,
1,T,do you want me to .. all the sides of the others? ,TRUE,,,
1,S,"no, you're not going to give me .., you're not going to give me a parameter or an area; all you've got to do is give me the measurements. ",FALSE,,,
1,T,oh. ,TRUE,,,
1,S,okay? ,FALSE,,,
1,S,your not going to do any type of math calculation today,FALSE,,,
1,T,awesome. ,TRUE,,,
,S,,FALSE,,,
1,T,"awesome, huh? ",TRUE,,,
,S,,FALSE,,,
1,T,yes. ,TRUE,,,
1,S,are you guys ready to heat? ,FALSE,,,
1,T,yeah. ,TRUE,,,
1,S,"if I were you, I would somehow put this ... block this off and put a title up here before heating. ",FALSE,,,
1,T,okay. ,TRUE,,,
1,S,"okay, that way you can tell the difference. ",FALSE,,,
1,S,okay,FALSE,,,
1,S,"so, daphne, you're almost done",FALSE,,,
1,S,okay. ,FALSE,,,
1,S,"now, what are we tracing? ",FALSE,,,
1,S,"you're tracing, like, on your thing, on your data table. ",FALSE,,,
1,S,I'm writing the atom? ,FALSE,,,
1,T,yeah. ,TRUE,,,
1,S,"no, look, theo, look at your writer. ",FALSE,,,
1,S,the very first ... the ... yeah,FALSE,,,
1,S,"yeah, but ... ",FALSE,,,
1,S,do we have to put all in there? ,FALSE,,,
1,S,you can make it even. ,FALSE,,,
1,S,"i'll do mine, you do yours. ",FALSE,,,
1,S,just like we don't know it,FALSE,,,
1,T,do we have to graph it? ,TRUE,,,
1,S,did I say anything about graphing? ,FALSE,,,
1,T,no. ,TRUE,,,
,S,,FALSE,,,
1,T,"yes, the data table, and this looks to me like you've got one coming here, okay? ",TRUE,,,
1,S,so you're all right. ,FALSE,,,
1,S,so do you have everybody's data,FALSE,,,
1,T,yeah. ,TRUE,,,
1,S,"okay, do you have all the masses? ",FALSE,,,
1,T,yeah. ,TRUE,,,
1,S,"okay, let me double+check your masses here. ",FALSE,,,
1,S,where am I gonna find that on your data table,FALSE,,,
1,T,right here. ,TRUE,,,
,S,,FALSE,,,
1,T,inside the little .. shape,TRUE,,,
1,S,well then you're going to need to identify how it's being massed. ,FALSE,,,
1,T,shall I put “mass” above it? ,TRUE,,,
1,S,"okay that's fine, as long as I know what the mass is. ",FALSE,,,
1,S,"oh, it did it perfect. ",FALSE,,,
1,S,"I know, I changed it. ",FALSE,,,
1,S,"no, I changed it. ",FALSE,,,
1,S,I changed this little knot. ,FALSE,,,
1,T,"no, I changed it. ",TRUE,,,
1,S,are you guys ready to heat? ,FALSE,,,
1,S,yeah. ,FALSE,,,
1,T,yeah. ,TRUE,,,
1,S,mm. ,FALSE,,,
1,S,but see? ,FALSE,,,
1,S,now what do you do,FALSE,,,
1,S,"so, my suggestion to you is ... am I looking at data here for before heating or after heating? ",FALSE,,,
1,T,before. ,TRUE,,,
1,S,"okay, so make sure I know that. ",FALSE,,,
1,S,you gotta ... how do ... how do I know that,FALSE,,,
1,T,you make another thing; you .. down here? ,TRUE,,,
1,S,"you can't do that, so if I were you I'd scratch that out so that I know that you're doing ... yeah. ",FALSE,,,
1,T,.. do that. ,TRUE,,,
1,S,that's fine. ,FALSE,,,
1,S,maybe you wan ... want to block the whole thing off so I know that's all before heating,FALSE,,,
1,T,here. ,TRUE,,,
,S,,FALSE,,,
1,T,right here,TRUE,,,
,S,,FALSE,,,
1,T,"okay, good. ",TRUE,,,
,S,,FALSE,,,
1,T,all right. ,TRUE,,,
,S,,FALSE,,,
1,T,"okay, I think you guys are ready",TRUE,,,
1,S,are you guys ready too? ,FALSE,,,
1,T,yeah. ,TRUE,,,
,S,,FALSE,,,
1,T,"okay, bring your plastic on up. ",TRUE,,,
,S,,FALSE,,,
1,T,"okay, ladies and gents. ",TRUE,,,
,S,,FALSE,,,
1,T,"shh, eyeballs",TRUE,,,
,S,,FALSE,,,
1,T,eyeballs. ,TRUE,,,
,S,,FALSE,,,
1,T,okay. ,TRUE,,,
,S,,FALSE,,,
1,T,"and then I will call you up here, okay? ",TRUE,,,
,S,,FALSE,,,
1,T,"once you're done, go back and do the after heating measurements",TRUE,,,
1,S,once you're done with all the after heating stuff then you are to? ,FALSE,,,
1,S,record? ,FALSE,,,
1,S,to record it? ,FALSE,,,
1,T,record it? ,TRUE,,,
1,S,"absolutely record it, but say for instance everything's done with your lab, what are you gonna do next? ",FALSE,,,
1,T,go to your seat and read something? ,TRUE,,,
1,S,sit in your seat and do the? ,FALSE,,,
1,T,finish your questions. ,TRUE,,,
,S,,FALSE,,,
1,T,bingo! ,TRUE,,,
,S,,FALSE,,,
1,T,"okay, here we go, ready",TRUE,,,
1,S,"all right, so you guys need to cuddle around, place your, ouch! ",FALSE,,,
1,S,it's hot,FALSE,,,
1,S,that's why I have the mitt,FALSE,,,
1,T,you can move it up front. ,TRUE,,,
1,S,"yeah, put it up front so you guys can remember it. ",FALSE,,,
1,S,daphne,FALSE,,,
1,T,let's put them all ... ,TRUE,,,
,S,,FALSE,,,
1,T,"yeah, put it all on the pan. ",TRUE,,,
1,S,you've got it on the pan? ,FALSE,,,
1,S,"all right, now you've got to look through the window and see what's happening",FALSE,,,
1,T,.. shrink it in? ,TRUE,,,
1,S,"I don't know, we'll find ... oh! ",FALSE,,,
1,T,"yeah, hold on. ",TRUE,,,
1,S,"trala, trala, da, da. ",FALSE,,,
1,T,mine's ... ,TRUE,,,
,S,,FALSE,,,
1,T,so there should be five. ,TRUE,,,
,S,,FALSE,,,
1,T,"okay, here we go",TRUE,,,
,S,,FALSE,,,
1,T,"all right, now crowd around and watch what happens",TRUE,,,
1,S,jason. ,FALSE,,,
1,S,what's happening? ,FALSE,,,
1,S,"oh, a whole lot of that. ",FALSE,,,
1,S,"oh, they were mine",FALSE,,,
1,S,"oh wow, look at that! ",FALSE,,,
1,S,"ew, they're like folding. ",FALSE,,,
1,S,they're like. ,FALSE,,,
1,S,and they're shrinking. ,FALSE,,,
1,S,they're shrinkadee. ,FALSE,,,
1,S,"and they're hardening as well, look. ",FALSE,,,
1,S,that one's going into kind of like a cup form. ,FALSE,,,
1,T,ew! ,TRUE,,,
1,S,okay. ,FALSE,,,
1,S,what's so “ew” about it? ,FALSE,,,
1,T,you gotta wait. ,TRUE,,,
1,S,let's see. ,FALSE,,,
1,S,does it look like ... does it look like they're done,FALSE,,,
1,T,"no, they're still moving. ",TRUE,,,
1,S,they're still moving? ,FALSE,,,
1,T,"yeah, and they ... ",TRUE,,,
,S,,FALSE,,,
1,T,okay. ,TRUE,,,
,S,,FALSE,,,
1,T,"yeah, yours have flattened out now, okay, that's why I've got the oven mitt on, so I don't burn myself",TRUE,,,
1,S,"these are hot, so you want to be very careful when you pick them up. ",FALSE,,,
1,S,that's mine. ,FALSE,,,
1,T,"no, it's mine. ",TRUE,,,
1,S,"okay, very careful when you pick them up. ",FALSE,,,
1,S,there you go,FALSE,,,
1,S,it's not that hot. ,FALSE,,,
1,T,it's hot? ,TRUE,,,
1,S,ah! ,FALSE,,,
1,T,that one's mine. ,TRUE,,,
1,S,there you go. ,FALSE,,,
1,T,they're steaming. ,TRUE,,,
1,SS,they're hot? ,TRUE,,,
1,S,yeah. ,FALSE,,,
1,T,no. ,TRUE,,,
,S,,FALSE,,,
1,T,I didn't think they were that hot. ,TRUE,,,
,S,,FALSE,,,
1,T,okay,TRUE,,,
,S,,FALSE,,,
1,T,"okay, team ten, team nine, if you guys are ready. ",TRUE,,,
1,S,"okay, place it on the pan. ",FALSE,,,
1,T,pan's hot. ,TRUE,,,
1,S,"anywhere on the pan ... yes, the pan's hot, so be careful. ",FALSE,,,
1,S,ooh. ,FALSE,,,
1,T,"now, can we taste this stuff? ",TRUE,,,
1,S,"no, you cannot taste it. ",FALSE,,,
1,T,it smells like gingerbread. ,TRUE,,,
1,S,"I know, it's because it's close to lunch, too. ",FALSE,,,
1,S,gimme your plastics and put them on a pan,FALSE,,,
1,S,"he'll get it, ... ",FALSE,,,
1,S,yeah,FALSE,,,
1,T,what were you baking in here earlier? ,TRUE,,,
,S,,FALSE,,,
1,T,yeah. ,TRUE,,,
1,S,"yeah, I make my little cinnamon rolls on here. ",FALSE,,,
1,S,"okay, here we go",FALSE,,,
1,T,we should make some ... ,TRUE,,,
,S,,FALSE,,,
1,T,"now, you ladies need to come around here so you can see what's going on in the window. ",TRUE,,,
,S,,FALSE,,,
1,T,okay? ,TRUE,,,
,S,,FALSE,,,
1,T,make some observations about what's going on with the plastic through the window,TRUE,,,
1,S,"okay, scoot in closer. ",FALSE,,,
1,S,it shouldn't explode,FALSE,,,
1,SS,"oh, look at that ... ",TRUE,,,
1,S,oh! ,FALSE,,,
1,S,it's really. ,FALSE,,,
1,S,look,FALSE,,,
1,S,"it's, like, turning into pieces of cheese. ",FALSE,,,
1,S,cool. ,FALSE,,,
1,S,"and then you can, like, .. them to your .. and everything. ",FALSE,,,
1,S,"how are we supposed to make it, ..? ",FALSE,,,
1,T,"it's like ... it's like, ... ",TRUE,,,
1,S,are you ready? ,FALSE,,,
1,S,okay,FALSE,,,
1,S,"it looks like, .. in seven years. ",FALSE,,,
1,T,oh my god! ,TRUE,,,
1,S,"so you think they're done, now? ",FALSE,,,
1,T,no. ,TRUE,,,
1,S,no? ,FALSE,,,
1,T,"until they get brown, then they're done. ",TRUE,,,
1,S,so what do think's happened to those polymer chains? ,FALSE,,,
1,S,they squish up to ... ,FALSE,,,
1,T,shrinking. ,TRUE,,,
1,S,yeah. ,FALSE,,,
1,S,yeah,FALSE,,,
1,S,you think they're done? ,FALSE,,,
1,S,"okay, aimee, let me change places with you",FALSE,,,
1,S,where's yours? ,FALSE,,,
1,S,is it still there,FALSE,,,
1,S,"yeah, mine is, like, .. tiny. ",FALSE,,,
1,S,"whoa, gosh that smells. ",FALSE,,,
1,S,"it's not on fire, is it? ",FALSE,,,
1,T,not on fire? ,TRUE,,,
1,S,"no, not like the other fire we had here the other day. ",FALSE,,,
1,S,not my room. ,FALSE,,,
1,S,still hot? ,FALSE,,,
1,T,no. ,TRUE,,,
1,T,it's just cool,TRUE,,,
1,S,careful. ,FALSE,,,
1,S,that one's good. ,FALSE,,,
1,T,it's like glass. ,TRUE,,,
,S,,FALSE,,,
1,T,"it's like ... cause it feels different, huh? ",TRUE,,,
1,S,yeah it's hard. ,FALSE,,,
1,S,mine's. ,FALSE,,,
1,S,"oh, I see mine",FALSE,,,
1,S,it's so beautiful. ,FALSE,,,
1,S,oh it's hot. ,FALSE,,,
1,T,it's like glass. ,TRUE,,,
,S,,FALSE,,,
1,T,okay. ,TRUE,,,
,S,,FALSE,,,
1,T,"um, is there anybody else that's ready to put it in the oven",TRUE,,,
,S,,FALSE,,,
1,T,"okay, team five and team seven",TRUE,,,
,S,,FALSE,,,
1,T,"okay, put them down on the pan. ",TRUE,,,
,S,,FALSE,,,
1,T,"careful, pan's hot",TRUE,,,
,S,,FALSE,,,
1,T,I'm gonna scoot yours over just a tad so you guys want to remember where they're at. ,TRUE,,,
,S,,FALSE,,,
1,T,"gentlemen, over here. ",TRUE,,,
,S,,FALSE,,,
1,T,"the pan is hot, so place them on there. ",TRUE,,,
,S,,FALSE,,,
1,T,"okay, now I want you to look through the window and I want you to observe what's happening. ",TRUE,,,
,S,,FALSE,,,
1,T,"so gents, you guys need to come over here. ",TRUE,,,
,S,,FALSE,,,
1,T,come on dennis. ,TRUE,,,
,S,,FALSE,,,
1,T,"over here, dennis the menace",TRUE,,,
,S,,FALSE,,,
1,T,"come on, stuart. ",TRUE,,,
,S,,FALSE,,,
1,T,"right here, right here, look",TRUE,,,
1,S,jeff? ,FALSE,,,
1,S,oh. ,FALSE,,,
1,S,"oh my gosh, that's mine. ",FALSE,,,
1,S,"oh, it's like a star. ",FALSE,,,
1,S,"oh my gosh, they're shrinking. ",FALSE,,,
1,S,"oh my gosh, mine's like a polymer. ",FALSE,,,
1,T,"look at mine, mine's dying. ",TRUE,,,
1,S,so what do think are happening to the chains? ,FALSE,,,
1,S,they're shrinking. ,FALSE,,,
1,S,they're shrinking. ,FALSE,,,
1,T,"yeah, they're kinda, maybe, kinda pulling back together, huh? ",TRUE,,,
1,S,"oh, you think they're done? ",FALSE,,,
1,S,yeah. ,FALSE,,,
1,T,they're not moving anymore. ,TRUE,,,
1,S,not moving anymore? ,FALSE,,,
1,S,"what do you think would happen if I left them in here for a long, long time? ",FALSE,,,
1,S,they're barely ... ,FALSE,,,
1,S,they'd probably disappear,FALSE,,,
1,T,or they melt? ,TRUE,,,
,S,,FALSE,,,
1,T,they might melt. ,TRUE,,,
,S,,FALSE,,,
1,T,okay. ,TRUE,,,
1,S,because you need to notice that they definitely were curled up the pad. ,FALSE,,,
1,S,okay,FALSE,,,
1,T,they're so small. ,TRUE,,,
1,S,oopsy. ,FALSE,,,
1,S,"come on over here, this one's real small",FALSE,,,
1,T,that's ... ,TRUE,,,
,S,,FALSE,,,
1,T,okay. ,TRUE,,,
,S,,FALSE,,,
1,T,"all righty, they're you go gents, find ... and ladies find yours",TRUE,,,
1,SS,are you guys ready? ,TRUE,,,
1,S,yeah. ,FALSE,,,
1,T,it's hot. ,TRUE,,,
1,S,are you ready? ,FALSE,,,
1,S,"okay team three, in the window",FALSE,,,
1,T,"oh, oh, me! ",TRUE,,,
1,S,"okay, place them on the pan. ",FALSE,,,
1,S,"the pan's hot, so be careful",FALSE,,,
1,S,"one, twenty five, two. ",FALSE,,,
1,S,jim? ,FALSE,,,
1,T,okay. ,TRUE,,,
1,S,"are you guys ready, too? ",FALSE,,,
1,T,what was your side two? ,TRUE,,,
1,S,"okay, hold on one sec. ",FALSE,,,
1,S,everybody's plastic is on there,FALSE,,,
1,T,mm+hm. ,TRUE,,,
1,S,"okay, watch what's happening through the window. ",FALSE,,,
1,S,".. reference, that it's smooth. ",FALSE,,,
1,S,"I mean, its still, like, see+through",FALSE,,,
1,S,and it got denser. ,FALSE,,,
1,T,yeah. ,TRUE,,,
,S,,FALSE,,,
1,T,"so it's, like, harder to trace and everything",TRUE,,,
,S,,FALSE,,,
1,T,do you guys need to go? ,TRUE,,,
,S,,FALSE,,,
1,T,"you guys need to go, right",TRUE,,,
,S,,FALSE,,,
1,T,team two and. ,TRUE,,,
,S,,FALSE,,,
1,T,team eight,TRUE,,,
1,S,what's happening to the polymer chains? ,FALSE,,,
1,T,they're shrinking. ,TRUE,,,
1,S,they're shrinking? ,FALSE,,,
1,T,mm+hm. ,TRUE,,,
1,S,mm. ,FALSE,,,
1,S,is this one? ,FALSE,,,
1,S,what's yours? ,FALSE,,,
1,S,I don't know yet. ,FALSE,,,
1,S,what are you doing? ,FALSE,,,
1,S,that was fine,FALSE,,,
1,S,no it waS't. ,FALSE,,,
1,T,"it was, it was right on the ... ",TRUE,,,
1,S,let me get in here again. ,FALSE,,,
1,T,they're tiny. ,TRUE,,,
1,S,"ah, they're tiny. ",FALSE,,,
1,T,they're tiny. ,TRUE,,,
1,S,okay. ,FALSE,,,
1,T,let me grab it. ,TRUE,,,
1,S,"i'll just ... no, no, don't grab. ",FALSE,,,
1,T,it's all hard. ,TRUE,,,
,S,,FALSE,,,
1,T,"yeah, you can take it, they're a little hot, so you want to be careful. ",TRUE,,,
1,S,"oh, arthur, they're not that hot. ",FALSE,,,
1,S,it burns. ,FALSE,,,
1,T,is there a smell? ,TRUE,,,
1,S,"all right, team two and team eight? ",FALSE,,,
1,S,yes! ,FALSE,,,
1,T,what about team six? ,TRUE,,,
,S,,FALSE,,,
1,T,"okay, put this on the ... oh, gosh you guys have big ones. ",TRUE,,,
1,S,ladies? ,FALSE,,,
1,T,miss ..? ,TRUE,,,
1,S,yes? ,FALSE,,,
1,T,..? ,TRUE,,,
1,S,"no, hold on to them. ",FALSE,,,
1,S,mine is cooler than yours. ,FALSE,,,
1,T,mine is cooler than yours. ,TRUE,,,
1,S,"all right, are you ready? ",FALSE,,,
1,T,I wonder what would happen if I'd put my hand in there. ,TRUE,,,
1,S,"what do you think, cedrick? ",FALSE,,,
1,S,shrink. ,FALSE,,,
1,T,"this is yours, the little seven. ",TRUE,,,
1,S,all righty. ,FALSE,,,
1,S,"there you go, look",FALSE,,,
1,S,is this the shrinkadee? ,FALSE,,,
1,T,I thought you got cancer from working with ... ,TRUE,,,
1,S,that's a toaster oven. ,FALSE,,,
1,S,may I see your pen? ,FALSE,,,
1,S,"oh, it won't work. ",FALSE,,,
1,T,nothing works on there. ,TRUE,,,
,S,,FALSE,,,
1,T,"um, ladies and gents. ",TRUE,,,
,S,,FALSE,,,
1,T,shh,TRUE,,,
,S,,FALSE,,,
1,T,"ladies and gents, eyeballs for one quick second please, I forgot to mention something to you. ",TRUE,,,
,S,,FALSE,,,
1,T,please do not throw your little piece of plastic in the trash can. ,TRUE,,,
,S,,FALSE,,,
1,T,"when you're done, bring it back to your table and i'll give you some tape",TRUE,,,
,S,,FALSE,,,
1,T,you're going to tape it on your paper. ,TRUE,,,
,S,,FALSE,,,
1,T,okay,TRUE,,,
1,S,"okay, how are you guys coming along? ",FALSE,,,
1,S,"we're .. small, and smaller ... ",FALSE,,,
1,S,mine's the small one. ,FALSE,,,
1,T,mine's the biggest. ,TRUE,,,
1,T,mine's the biggest in there,TRUE,,,
1,S,"yeah, so what do you think happened? ",FALSE,,,
1,S,"hey, mine went back up. ",FALSE,,,
1,T,"hey, mine spins. ",TRUE,,,
1,S,there you go. ,FALSE,,,
1,S,there you go,FALSE,,,
1,T,"oh my god, it's so hot. ",TRUE,,,
1,S,"be careful, they're all hot. ",FALSE,,,
1,T,I don't even remember what mine looks like. ,TRUE,,,
,S,,FALSE,,,
1,T,"no, go sit down gents. ",TRUE,,,
,S,,FALSE,,,
1,T,"all right, is there anybody here that needs ... left to uh, put them in the oven? ",TRUE,,,
,S,,FALSE,,,
1,T,it's just one more group,TRUE,,,
1,S,"okay, number six, come on up, and the other part of number six, last four ladies. ",FALSE,,,
1,S,"okay, put it in",FALSE,,,
1,S,"oh, nice big ones",FALSE,,,
1,S,yeah. ,FALSE,,,
1,T,"ginger, do you have yours? ",TRUE,,,
,S,,FALSE,,,
1,T,you need to come up here,TRUE,,,
,S,,FALSE,,,
1,T,cause you need to ... to see what's going on,TRUE,,,
,S,,FALSE,,,
1,T,ready? ,TRUE,,,
1,S,and there we go. ,FALSE,,,
1,S,I've got ... ,FALSE,,,
1,S,"no, but the little curvy parts run .. a little bumpy. ",FALSE,,,
1,S,"oh, my god it will leak! ",FALSE,,,
1,T,"hey, calm down. ",TRUE,,,
1,S,"jim, question? ",FALSE,,,
1,S,"no, no staples, just have a seat. ",FALSE,,,
1,S,okay. ,FALSE,,,
1,S,.. hotdog. ,FALSE,,,
1,S,they look like bugs. ,FALSE,,,
1,S,.. sick. ,FALSE,,,
1,S,"it's like .., man, mine is gonna die. ",FALSE,,,
1,T,they can ... ew. ,TRUE,,,
1,SS,"oh, okay. ",TRUE,,,
1,SS,do you think they're done,TRUE,,,
1,S,yeah. ,FALSE,,,
1,S,"mm+hm, yes. ",FALSE,,,
1,T,some are shrinking. ,TRUE,,,
1,S,you think so? ,FALSE,,,
1,S,okay,FALSE,,,
1,T,this looks like a bow. ,TRUE,,,
1,S,"I keep forgetting, I have the mitt on the right hand. ",FALSE,,,
1,T,my gosh! ,TRUE,,,
,S,,FALSE,,,
1,T,where did it go,TRUE,,,
,S,,FALSE,,,
1,T,oh it went in the water. ,TRUE,,,
,S,,FALSE,,,
1,T,"hold on, not a problem",TRUE,,,
,S,,FALSE,,,
1,T,"it just got a cold, that's all",TRUE,,,
1,S,"okay, there you go. ",FALSE,,,
1,T,can we take it away? ,TRUE,,,
,S,,FALSE,,,
1,T,yeah. ,TRUE,,,
,S,,FALSE,,,
1,T,"take them away, they're yours",TRUE,,,
1,S,how are what are you gents doing? ,FALSE,,,
1,S,he's trying to touch my ... ,FALSE,,,
1,S,"I need to trace it, okay? ",FALSE,,,
1,S,I need to trace it,FALSE,,,
1,T,"look, it's not even level at ... as it is. ",TRUE,,,
1,S,what are you supposed to be doing? ,FALSE,,,
1,S,questions. ,FALSE,,,
1,T,"um, we're being ... ah, we're answering the questions. ",TRUE,,,
1,S,"uh+huh, correct. ",FALSE,,,
1,T,do we answer it right here on the back? ,TRUE,,,
,S,,FALSE,,,
1,T,questions. ,TRUE,,,
1,S,yes? ,FALSE,,,
1,S,"will we have, like, some rock band or some background music? ",FALSE,,,
1,T,.. number two ..? ,TRUE,,,
,S,,FALSE,,,
1,T,"daphne, if you hold on, i'll explain that when I get more of the class sitting down together. ",TRUE,,,
,S,,FALSE,,,
1,T,"is that what you have the question about, number two? ",TRUE,,,
,S,,FALSE,,,
1,T,yeah. ,TRUE,,,
,S,,FALSE,,,
1,T,"most of you do, and I will tell you what I want you to do with that, let me wait for the ... just go on to number three if you can",TRUE,,,
,S,,FALSE,,,
1,T,"ladies and gents, and you have about ten minutes left in the lab situation, making calculations+uh, making measurements. ",TRUE,,,
1,S,about ten minutes. ,FALSE,,,
1,T,can we have this piece of plastic? ,TRUE,,,
1,T,"yeah, hold on. ",TRUE,,,
1,S,are you gents done? ,FALSE,,,
1,T,yeah. ,TRUE,,,
1,T,and my suggestion is to have a seat and work on your questions. ,TRUE,,,
1,T,"ladies, put the hat away. ",TRUE,,,
1,S,let me check your masses here. ,FALSE,,,
1,S,have you done masses yet,FALSE,,,
1,T,yeah. ,TRUE,,,
1,S,before and after mass? ,FALSE,,,
1,T,grams? ,TRUE,,,
1,T,"yes, in the grams. ",TRUE,,,
1,S,okay. ,FALSE,,,
1,S,"yeah, mine are done. ",FALSE,,,
1,S,"oh, oh yeah. ",FALSE,,,
1,S,so we're at seventy point two,FALSE,,,
1,T,give me your rectangle. ,TRUE,,,
1,S,shh. ,FALSE,,,
1,S,"oh, here's a square. ",FALSE,,,
1,T,yours is not giving any information about your stuff. ,TRUE,,,
1,S,"well, are you done with your stuff? ",FALSE,,,
1,S,did you take a mass of this yet? ,FALSE,,,
1,S,after,FALSE,,,
1,T,"uh, oh no, I didn't. ",TRUE,,,
1,S,no. ,FALSE,,,
1,T,mm+hm. ,TRUE,,,
1,T,"hey .., let me check ... let me check something here. ",TRUE,,,
1,S,"oh, excellent, excellent. ",FALSE,,,
1,S,"okay, good",FALSE,,,
1,S,good job,FALSE,,,
1,T,mine needs to be ... ,TRUE,,,
1,S,"why didn't you come up there when I asked your group to come up there, arthur? ",FALSE,,,
1,S,"uh, because I waS't finished tracing it and measuring it and .. it. ",FALSE,,,
1,T,I just need to do one thing to it first. ,TRUE,,,
1,S,"ladies, how are we coming along? ",FALSE,,,
1,T,there. ,TRUE,,,
,S,,FALSE,,,
1,T,"okay, let me check your masses. ",TRUE,,,
1,S,"mass, excellent. ",FALSE,,,
1,S,"excellent, excellent, very good job",FALSE,,,
1,T,"dude, that one thing ... this is .. zero. ",TRUE,,,
,S,,FALSE,,,
1,T,watch what happens. ,TRUE,,,
,S,,FALSE,,,
1,T,annabel. ,TRUE,,,
,S,,FALSE,,,
1,T,"I'm going to pass around some tape, what I want you to do is tape that on your paper, okay",TRUE,,,
1,S,"as soon as I get the rest of the class situated, i'll pass out the tape. ",FALSE,,,
1,T,it smells like muffins now. ,TRUE,,,
,S,,FALSE,,,
1,T,before it smelled like gingerbread and now it smells like muffins,TRUE,,,
1,S,bart. ,FALSE,,,
1,T,and it tastes like glass. ,TRUE,,,
,S,,FALSE,,,
1,T,before it tasted like rubber ..,TRUE,,,
1,S,"what are you doing, benny? ",FALSE,,,
1,T,"I'm, um, answering number two. ",TRUE,,,
1,S,"okay, then we need to answer number two and not talk to charlotte. ",FALSE,,,
1,S,all right. ,FALSE,,,
1,S,"dude, your square doeS't even look like a square. ",FALSE,,,
1,S,that's not his. ,FALSE,,,
1,S,.. mine. ,FALSE,,,
1,T,I cut the wrong one. ,TRUE,,,
1,S,has anything happened yet? ,FALSE,,,
1,T,yeah. ,TRUE,,,
1,T,"yeah, you're done. ",TRUE,,,
1,T,good,TRUE,,,
1,S,it's hot. ,FALSE,,,
1,S,"so you want to be careful, okay",FALSE,,,
1,T,can I fold it? ,TRUE,,,
1,S,hm? ,FALSE,,,
1,T,can I fold it? ,TRUE,,,
1,T,"okay, good. ",TRUE,,,
1,S,"jim, no more. ",FALSE,,,
1,T,"miss .., can I answer ..? ",TRUE,,,
1,S,absolutely. ,FALSE,,,
1,S,"miss .., I can write ... ",FALSE,,,
1,T,"miss .., I was born to terrorize myself. ",TRUE,,,
1,T,mm. ,TRUE,,,
1,S,.. those fractions. ,FALSE,,,
1,T,huh? ,TRUE,,,
1,S,get rid of the fractions. ,FALSE,,,
1,S,".. two grams, after. ",FALSE,,,
1,S,two grams. ,FALSE,,,
1,S,how big is yours? ,FALSE,,,
1,S,"I don't know, let me measure. ",FALSE,,,
1,S,what's cedrick's? ,FALSE,,,
1,S,three point four grams. ,FALSE,,,
1,S,cedrick's is three point four grams? ,FALSE,,,
1,S,three point two grams. ,FALSE,,,
1,S,you mean centimeters. ,FALSE,,,
1,T,"three point four ... I mean, centimeters. ",TRUE,,,
1,S,okay. ,FALSE,,,
1,T,.. this one there? ,TRUE,,,
1,S,yes. ,FALSE,,,
1,S,this is yours,FALSE,,,
1,T,"yeah, that's mine and that's my small one. ",TRUE,,,
1,S,okay. ,FALSE,,,
1,S,"okay, yes, you need to put that on your paper",FALSE,,,
1,T,okay. ,TRUE,,,
1,S,okay. ,FALSE,,,
1,S,I have a question for you,FALSE,,,
1,T,all right. ,TRUE,,,
1,S,"before heating you had point nine grams, after heating you had point six grams? ",FALSE,,,
1,T,uh+huh. ,TRUE,,,
,S,,FALSE,,,
1,T,hm. ,TRUE,,,
,S,,FALSE,,,
1,T,what happened when you ... did some of the molecules go away,TRUE,,,
1,S,what happened to the molecules? ,FALSE,,,
1,T,they reduced. ,TRUE,,,
1,S,they reduced? ,FALSE,,,
1,S,where did they go,FALSE,,,
1,T,"uh, they melted? ",TRUE,,,
1,S,"mm+hm, I don't know if they melted. ",FALSE,,,
1,S,disintegrated. ,FALSE,,,
1,T,disintegrated? ,TRUE,,,
,S,,FALSE,,,
1,T,the characteristics befor,TRUE,,,
1,S,waS't this thin before? ,FALSE,,,
1,S,yeah. ,FALSE,,,
1,T,"it's only a physical change, not a chemical change. ",TRUE,,,
1,S,and flexible? ,FALSE,,,
1,T,"yeah, and now it's thick and not very flexible. ",TRUE,,,
1,S,"it's not very flexible, but it's still thick. ",FALSE,,,
1,S,so do you still have the same amount of molecules in there,FALSE,,,
1,T,"um, yes. ",TRUE,,,
1,S,yes. ,FALSE,,,
1,S,so what should these answers be,FALSE,,,
1,T,the same? ,TRUE,,,
1,S,bingo! ,FALSE,,,
1,T,"oh no, miss ..? ",TRUE,,,
1,S,yes? ,FALSE,,,
1,T,do we write the questions? ,TRUE,,,
1,S,what is going on gentlemen? ,FALSE,,,
1,S,"benny, what going on",FALSE,,,
1,T,nothing. ,TRUE,,,
1,S,"charlotte, question? ",FALSE,,,
1,T,I haven't. ,TRUE,,,
1,S,okay. ,FALSE,,,
